@RELATION localisation

@attribute lat REAL
@attribute long REAL

@data
40032793.3,116347211.6
40032751.6,116347108.3
40032704.9,116347028.3
40032671.6,116346921.6
40032676.6,116346814.9
40032658.3,116346723.3
40032631.6,116346629.9
40032606.6,116346543.3
40032583.3,116346441.6
40032544.9,116346346.6
40032488.3,116346254.9
40032469.9,116346163.3
40032389.9,116346081.6
40032343.3,116345983.3
40032344.9,116345893.3
40032294.9,116345813.3
40032236.6,116345733.3
40032173.3,116345661.6
40032134.9,116345558.3
40032058.3,116345473.3
40032036.6,116345371.6
40032068.3,116345273.3
40032039.9,116345185.0
40032018.3,116345089.9
40032033.3,116344979.9
40031994.9,116344878.3
40031928.3,116344800.0
40031833.3,116344771.6
40031773.3,116344676.6
40031764.9,116344568.3
40031791.6,116344478.3
40031761.6,116344368.3
40031796.6,116344278.3
40031873.3,116344228.3
40031948.3,116344176.6
40031933.3,116344079.9
40031846.6,116344004.9
40031771.6,116343945.0
40031744.9,116343853.3
40031703.3,116343755.0
40031668.3,116343666.6
40031673.3,116343569.9
40031708.3,116343473.3
40031719.9,116343363.3
40031678.3,116343278.3
40031596.6,116343238.3
40031504.9,116343160.0
40031431.6,116343086.6
40031371.6,116342988.3
40031361.6,116342891.6
40031331.6,116342776.6
40031306.6,116342688.3
40031276.6,116342603.3
40031329.9,116342524.9
40031263.3,116342443.3
40031264.9,116342346.6
40031256.6,116342246.6
40031228.3,116342149.9
40031193.3,116342064.9
40031148.3,116341984.9
40031091.6,116341900.0
40031024.9,116341819.9
40030986.6,116341730.0
40030933.3,116341641.6
40030891.6,116341539.9
40030841.6,116341453.3
40030818.3,116341351.6
40030833.3,116341253.3
40030779.9,116341174.9
40030719.9,116341103.3
40030669.9,116341028.3
40030628.3,116340931.6
40030576.6,116340856.6
40030474.9,116340848.3
40030384.9,116340853.3
40030333.3,116340933.3
40030221.6,116340953.3
40030148.3,116341016.6
40030089.9,116341086.6
40029993.3,116341038.3
40029846.6,116340983.3
40029705.0,116340919.9
40029644.9,116340844.9
40029553.3,116340868.3
40029461.6,116340831.6
40029333.3,116340811.6
40029231.6,116340786.6
40029078.3,116340773.3
40028991.6,116340805.0
40028948.3,116340894.9
40028968.3,116340986.6
40028933.3,116341088.3
40028973.3,116341189.9
40029013.3,116341303.3
40029018.3,116341406.6
40028931.6,116341478.3
40028843.3,116341506.6
40028745.0,116341514.9
40028649.9,116341521.6
40028600.0,116341598.3
40028603.3,116341481.6
40028678.3,116341704.9
40028666.6,116341803.3
40028579.9,116341748.3
40028451.6,116341708.3
40028323.3,116341710.0
40028013.3,116341809.9
40027798.3,116341920.0
40027346.6,116342113.3
40027206.6,116342176.6
40027136.6,116342244.9
40027069.9,116342314.9
40026986.6,116342375.0
40026906.6,116342434.9
40026833.3,116342506.6
40026768.3,116342576.6
40026653.3,116342720.0
40026596.6,116342795.0
40026549.9,116342883.3
40026489.9,116342966.6
40026480.0,116343078.3
40026424.9,116343156.6
40026368.3,116343230.0
40026313.3,116343306.6
40026253.3,116343376.6
40026136.6,116343498.3
40026014.9,116343608.3
40025958.3,116343679.9
40025889.9,116343746.6
40025768.3,116343886.6
40025691.6,116343946.6
40025620.0,116344016.6
40025554.9,116344088.3
40025479.9,116344155.0
40025415.0,116344223.3
40025341.6,116344288.3
40025271.6,116344354.9
40025200.0,116344423.3
40025093.3,116344470.0
40025004.9,116344526.6
40024925.0,116344583.3
40024838.3,116344648.3
40024753.3,116344713.3
40024666.6,116344776.6
40024579.9,116344843.3
40024488.3,116344909.9
40024403.3,116344975.0
40024316.6,116345038.3
40024228.3,116345096.6
40024138.3,116345151.6
40024053.3,116345200.0
40023968.3,116345239.9
40023874.9,116345268.3
40023694.9,116345293.3
40023603.3,116345298.3
40023513.3,116345296.6
40023423.3,116345291.6
40023248.3,116345264.9
40023161.6,116345239.9
40022999.9,116345170.0
40022853.3,116345073.3
40022719.9,116344978.3
40022586.6,116344885.0
40022470.0,116344803.3
40022381.6,116344736.6
40022299.9,116344698.3
40022193.3,116344656.6
40022066.6,116344621.6
40021938.3,116344594.9
40021529.9,116344688.3
40021451.6,116344773.3
40021358.3,116344888.3
40021283.3,116344966.6
40021233.3,116345083.3
40021184.9,116345165.0
40021109.9,116345319.9
40021016.6,116345483.3
40020973.3,116345564.9
40020901.6,116345725.0
40020868.3,116345816.6
40020833.3,116345900.0
40020743.3,116346058.3
40020701.6,116346146.6
40020658.3,116346230.0
40020619.9,116346314.9
40020574.9,116346398.3
40020539.9,116346484.9
40020501.6,116346573.3
40020461.6,116346658.3
40020418.3,116346746.6
40020373.3,116346836.6
40020330.0,116346928.3
40020284.9,116347020.0
40020239.9,116347118.3
40020196.6,116347216.6
40020149.9,116347311.6
40020101.6,116347403.3
40020055.0,116347496.6
40020003.3,116347591.6
40019953.3,116347681.6
40019904.9,116347776.6
40019853.3,116347871.6
40019808.3,116347963.3
40019748.3,116348078.3
40019698.3,116348153.3
40019646.6,116348243.3
40019583.3,116348366.6
40019536.6,116348451.6
40019466.6,116348549.9
40019395.0,116348664.9
40019323.3,116348778.3
40019259.9,116348879.9
40019176.6,116348973.3
40019098.3,116349058.3
40019004.9,116349151.6
40018903.3,116349253.3
40018799.9,116349346.6
40018706.6,116349429.9
40018613.3,116349504.9
40018493.3,116349608.3
40018408.3,116349670.0
40018331.6,116349728.3
40018251.6,116349791.6
40018176.6,116349851.6
40018101.6,116349911.6
40017961.6,116350021.6
40017831.6,116350121.6
40017761.6,116350181.6
40017688.3,116350238.3
40017610.0,116350298.3
40017529.9,116350363.3
40017446.6,116350433.3
40017363.3,116350498.3
40017286.6,116350553.3
40017208.3,116350616.6
40017136.6,116350673.3
40017060.0,116350733.3
40016978.3,116350793.3
40016901.6,116350851.6
40016763.3,116350949.9
40016688.3,116351000.0
40016549.9,116351100.0
40016461.6,116351166.6
40016363.3,116351238.3
40016283.3,116351281.6
40016224.9,116351374.9
40016146.6,116351444.9
40016053.3,116351534.9
40015976.6,116351606.6
40015889.9,116351666.6
40015788.3,116351750.0
40015684.9,116351823.3
40015544.9,116351921.6
40015473.3,116351979.9
40015336.6,116352081.6
40015206.6,116352181.6
40015078.3,116352279.9
40015008.3,116352345.0
40014936.6,116352404.9
40014863.3,116352459.9
40014788.3,116352520.0
40014708.3,116352588.3
40014623.3,116352656.6
40014541.6,116352721.6
40014448.3,116352796.6
40014363.3,116352861.6
40014274.9,116352931.6
40014188.3,116352999.9
40014108.3,116353066.6
40014026.6,116353131.6
40013946.6,116353195.0
40013863.3,116353261.6
40013776.6,116353324.9
40013684.9,116353396.6
40013596.6,116353464.9
40013508.3,116353530.0
40013423.3,116353593.3
40013341.6,116353653.3
40013266.6,116353706.6
40013188.3,116353761.6
40013056.6,116353836.6
40012916.6,116353915.0
40012748.3,116353993.3
40012583.3,116354064.9
40012496.6,116354091.6
40012328.3,116354133.3
40012158.3,116354186.6
40012064.9,116354226.6
40011973.3,116354274.9
40011878.3,116354323.3
40011784.9,116354370.0
40011696.6,116354428.3
40011601.6,116354483.3
40011505.0,116354540.0
40011408.3,116354604.9
40011313.3,116354673.3
40011213.3,116354754.9
40011114.9,116354829.9
40011014.9,116354903.3
40010916.6,116354973.3
40010823.3,116355044.9
40010733.3,116355116.6
40010641.6,116355186.6
40010561.6,116355253.3
40010476.6,116355333.3
40010389.9,116355411.6
40010308.3,116355488.3
40010238.3,116355555.0
40010174.9,116355619.9
40010103.3,116355704.9
40010033.3,116355789.9
40009976.6,116355874.9
40009911.6,116355963.3
40009844.9,116356043.3
40009781.6,116356123.3
40009698.3,116356186.6
40009616.6,116356239.9
40009533.3,116356283.3
40009356.6,116356316.6
40009178.3,116356293.3
40009023.3,116356218.3
40008936.6,116356174.9
40008853.3,116356126.6
40008771.6,116356074.9
40008689.9,116356028.3
40008609.9,116355986.6
40008453.3,116355914.9
40008294.9,116355876.6
40008141.6,116355901.6
40008004.9,116355991.6
40007881.6,116356108.3
40007796.6,116356250.0
40007738.3,116356436.6
40007704.9,116356543.3
40007661.6,116356664.9
40007599.9,116356819.9
40007555.0,116356943.3
40007516.6,116357069.9
40007481.6,116357195.0
40007456.6,116357318.3
40007429.9,116357440.0
40007394.9,116357553.3
40007363.3,116357674.9
40007328.3,116357791.6
40007303.3,116357906.6
40007264.9,116358013.3
40007214.9,116358103.3
40007158.3,116358183.3
40007094.9,116358256.6
40006944.9,116358369.9
40006859.9,116358471.6
40006809.9,116358584.9
40006734.9,116358508.3
40006654.9,116358561.6
40006566.6,116358633.3
40006481.6,116358701.6
40006398.3,116358766.6
40006319.9,116358835.0
40006214.9,116358929.9
40006101.6,116359023.3
40005968.3,116359128.3
40005836.6,116359236.6
40005764.9,116359296.6
40005636.6,116359404.9
40005501.6,116359521.6
40005431.6,116359578.3
40005294.9,116359676.6
40005164.9,116359763.3
40005038.3,116359846.6
40004916.6,116359929.9
40004823.3,116359988.3
40004701.6,116360046.6
40004603.3,116360099.9
40004511.6,116360161.6
40004418.3,116360238.3
40004331.6,116360326.6
40004249.9,116360401.6
40004161.6,116360488.3
40004093.3,116360583.3
40003999.9,116360624.9
40003919.9,116360676.6
40003821.6,116360729.9
40003746.6,116360781.6
40003643.3,116360845.0
40003541.6,116360916.6
40003429.9,116361006.6
40003316.6,116361083.3
40003191.6,116361175.0
40003056.6,116361281.6
40002984.9,116361341.6
40002911.6,116361398.3
40002836.6,116361461.6
40002763.3,116361525.0
40002686.6,116361580.0
40002604.9,116361639.9
40002523.3,116361694.9
40002444.9,116361755.0
40002303.3,116361860.0
40002174.9,116361943.3
40002023.3,116362036.6
40001884.9,116362139.9
40001813.3,116362194.9
40001726.6,116362244.9
40001643.3,116362301.6
40001568.3,116362353.3
40001433.3,116362448.3
40001354.9,116362494.9
40001211.6,116362591.6
40001081.6,116362688.3
40000974.9,116362781.6
40000896.6,116362846.6
40000811.6,116362918.3
40000699.9,116363006.6
40000621.6,116363053.3
40000529.9,116363103.3
40000438.3,116363138.3
40000353.3,116363071.6
40000309.9,116362938.3
40000296.6,116362796.6
40000288.3,116362646.6
40000281.6,116362493.3
40000276.6,116362331.6
40000268.3,116362149.9
40000258.3,116362050.0
40000253.3,116361951.6
40000249.9,116361853.3
40000244.9,116361753.3
40000243.3,116361651.6
40000241.6,116361548.3
40000238.3,116361440.0
40000236.6,116361333.3
40000233.3,116361223.3
40000233.3,116361118.3
40000234.9,116361020.0
40000231.6,116360928.3
40000228.3,116360783.3
40000218.3,116360676.6
40000193.3,116360581.6
40000171.6,116360481.6
40000143.3,116360373.3
40000106.6,116360241.6
40000094.9,116360088.3
40000093.3,116359938.3
40000091.6,116359789.9
40000101.6,116359640.0
40000113.3,116359494.9
40000118.3,116359348.3
40000128.3,116359218.3
40000134.9,116359126.6
40000106.6,116359021.6
40000113.3,116358899.9
40000111.6,116358803.3
40000096.6,116358689.9
40000054.9,116358575.0
39999998.3,116358485.0
39999891.6,116358431.6
39999761.6,116358403.3
39999666.6,116358383.3
39999579.9,116358353.3
39999458.3,116358318.3
39999363.3,116358309.9
39999270.0,116358308.3
39999140.0,116358330.0
39999023.3,116358336.6
39998918.3,116358330.0
39998783.3,116358333.3
39998644.9,116358330.0
39998506.6,116358323.3
39998385.0,116358319.9
39998283.3,116358369.9
39998186.6,116358376.6
39998088.3,116358386.6
39997998.3,116358358.3
39997921.6,116358306.6
39997781.6,116358313.3
39997683.3,116358319.9
39997534.9,116358214.9
39977949.9,116300478.3
39977743.3,116300471.6
39977488.3,116300471.6
39977380.0,116300448.3
39977373.3,116300301.6
39977423.3,116300183.3
39977325.0,116300161.6
39977323.3,116300026.6
39977451.6,116299956.6
39977590.0,116299939.9
39977746.6,116299956.6
39977838.3,116299954.9
39977776.6,116300068.3
39977758.3,116300181.6
39977513.3,116300324.9
39977418.3,116300376.6
39977276.6,116300459.9
39977130.0,116300518.3
39977036.6,116300529.9
39976931.6,116300548.3
39976808.3,116300574.9
39976721.6,116300603.3
39976620.0,116300669.9
39976531.6,116300691.6
39976633.3,116300641.6
39976729.9,116300573.3
39976886.6,116300396.6
39977001.6,116300239.9
39977111.6,116300140.0
39977231.6,116300006.6
39977306.6,116299918.3
39977396.6,116299838.3
39977518.3,116299744.9
39977613.3,116299726.6
39977583.3,116299824.9
39977535.0,116299924.9
39977433.3,116300079.9
39977356.6,116300241.6
39977311.6,116300354.9
39977238.3,116300409.9
39977028.3,116300441.6
39976898.3,116300503.3
39976794.9,116300525.0
39976688.3,116300526.6
39976584.9,116300521.6
39976519.9,116300453.3
39976453.3,116300391.6
39976480.0,116300278.3
39976566.6,116300206.6
39976623.3,116300119.9
39976720.0,116300051.6
39976853.3,116300026.6
39976943.3,116300028.3
39976845.0,116300195.0
39976751.6,116300161.6
39976638.3,116300201.6
39976541.6,116300256.6
39976458.3,116300303.3
39976288.3,116300396.6
39976133.3,116300348.3
39975984.9,116300208.3
39975896.6,116300168.3
39975899.9,116300029.9
39975990.0,116299938.3
39976141.6,116299974.9
39976028.3,116300103.3
39975963.3,116300296.6
39975946.6,116300401.6
39975884.9,116300478.3
39975796.6,116300623.3
39975741.6,116300698.3
39975664.9,116300768.3
39975621.6,116300876.6
39975734.9,116300843.3
39975574.9,116300879.9
39975481.6,116300945.0
39976028.3,116300123.3
39976029.9,116300381.6
39975958.3,116300468.3
39975118.3,116300218.3
39975031.6,116300269.9
39975326.6,116300519.9
39975504.9,116300583.3
39975633.3,116300601.6
39975729.9,116300546.6
39975829.9,116300446.6
39975893.3,116300353.3
39976043.3,116300166.6
39976161.6,116299998.3
39976186.6,116300086.6
39976141.6,116300166.6
39976151.6,116300263.3
39976351.6,116300296.6
39976468.3,116300323.3
39976581.6,116300308.3
39976478.3,116300346.6
39976386.6,116300353.3
39976293.3,116300366.6
39976186.6,116300376.6
39976083.3,116300403.3
39975935.0,116300371.6
39975821.6,116300393.3
39975858.3,116300261.6
39975939.9,116300208.3
39976021.6,116300153.3
39976108.3,116300096.6
39976186.6,116300021.6
39976261.6,116299891.6
39976303.3,116299810.0
39976400.0,116299766.6
39976491.6,116299743.3
39976598.3,116299713.3
39976698.3,116299705.0
39976813.3,116299705.0
39976919.9,116299698.3
39977030.0,116299678.3
39977125.0,116299643.3
39977196.6,116299718.3
39977251.6,116299823.3
39977299.9,116299964.9
39977395.0,116300055.0
39977499.9,116300134.9
39977591.6,116300196.6
39977671.6,116300258.3
39977738.3,116300323.3
39977801.6,116300399.9
39977876.6,116300461.6
39978004.9,116300504.9
39978073.3,116300568.3
39978125.0,116300653.3
39978163.3,116300738.3
39978125.0,116300823.3
39978023.3,116300911.6
39977958.3,116301071.6
39977726.6,116301269.9
39977601.6,116301351.6
39977431.6,116301409.9
39977694.9,116301381.6
39977838.3,116301371.6
39978078.3,116301291.6
39977989.9,116301269.9
39977859.9,116301345.0
39977806.6,116301448.3
39977748.3,116301553.3
39977673.3,116301634.9
39977679.9,116301728.3
39977634.9,116301816.6
39977600.0,116301909.9
39977639.9,116301998.3
39977663.3,116302086.6
39977810.0,116302059.9
39977980.0,116302086.6
39978059.9,116302136.6
39978046.6,116302239.9
39978078.3,116302353.3
39978161.6,116302396.6
39978254.9,116302361.6
39978348.3,116302313.3
39978458.3,116302268.3
39978563.3,116302239.9
39978646.6,116302381.6
39978743.3,116302500.0
39978814.9,116302609.9
39978863.3,116302691.6
39978928.3,116302764.9
39979003.3,116302831.6
39979046.6,116302916.6
39979090.0,116302998.3
39979134.9,116303104.9
39979133.3,116303213.3
39979013.3,116303281.6
39978929.9,116303358.3
39978873.3,116303440.0
39978871.6,116303534.9
39978928.3,116303621.6
39979011.6,116303656.6
39979128.3,116303671.6
39979183.3,116303768.3
39979234.9,116303858.3
39979316.6,116303944.9
39979260.0,116304026.6
39979208.3,116304141.6
39979218.3,116304261.6
39979251.6,116304366.6
39979343.3,116304423.3
39979419.9,116304481.6
39979510.0,116304521.6
39979518.3,116304613.3
39979468.3,116304716.6
39979383.3,116304814.9
39979291.6,116304911.6
39979228.3,116304976.6
39979186.6,116305058.3
39979103.3,116305106.6
39978971.6,116305190.0
39978906.6,116305258.3
39978971.6,116305346.6
39978968.3,116305439.9
39979013.3,116305544.9
39979051.6,116305648.3
39979191.6,116305664.9
39979321.6,116305716.6
39979448.3,116305759.9
39979518.3,116305835.0
39979488.3,116305921.6
39979535.0,116306003.3
39979503.3,116306108.3
39979588.3,116306181.6
39979531.6,116306293.3
39979504.9,116306388.3
39979474.9,116306476.6
39979444.9,116306569.9
39979419.9,116306658.3
39979523.3,116306696.6
39979666.6,116306718.3
39979763.3,116306714.9
39979863.3,116306740.0
39979928.3,116306813.3
39979949.9,116306901.6
39979998.3,116306998.3
39980055.0,116307073.3
39980104.9,116307161.6
39980161.6,116307251.6
39980199.9,116307341.6
39980243.3,116307444.9
39980268.3,116307546.6
39980253.3,116307659.9
39980273.3,116307886.6
39980189.9,116307941.6
39980256.6,116308148.3
39980318.3,116308006.6
39980381.6,116307931.6
39980420.0,116307816.6
39980441.6,116307713.3
39980533.3,116307679.9
39980630.0,116307595.0
39980711.6,116307484.9
39980789.9,116307396.6
39980851.6,116307318.3
39980916.6,116307248.3
39981025.0,116307258.3
39981126.6,116307316.6
39981203.3,116307408.3
39981288.3,116307534.9
39981339.9,116307633.3
39981401.6,116307731.6
39981281.6,116307783.3
39981228.3,116307704.9
39981139.9,116307736.6
39981246.6,116307723.3
39981394.9,116307676.6
39981486.6,116307659.9
39981564.9,116307613.3
39981626.6,116307499.9
39981646.6,116307401.6
39981553.3,116307373.3
39982329.9,116310854.9
39982351.6,116310860.0
39982506.6,116310814.9
39983335.0,116310531.6
39983436.6,116310526.6
39983545.0,116310551.6
39983653.3,116310574.9
39983743.3,116310568.3
39983840.0,116310546.6
39983935.0,116310516.6
39984048.3,116310480.0
39984186.6,116310443.3
39984319.9,116310416.6
39984440.0,116310394.9
39984568.3,116310373.3
39984708.3,116310366.6
39984841.6,116310364.9
39984993.3,116310353.3
39985155.0,116310340.0
39985328.3,116310340.0
39985421.6,116310331.6
39985514.9,116310318.3
39985608.3,116310313.3
39985701.6,116310308.3
39985891.6,116310306.6
39985995.0,116310294.9
39986103.3,116310285.0
39986223.3,116310286.6
39986335.0,116310278.3
39986443.3,116310271.6
39986548.3,116310266.6
39986661.6,116310258.3
39986770.0,116310253.3
39986880.0,116310244.9
39986984.9,116310239.9
39987101.6,116310224.9
39987209.9,116310215.0
39987321.6,116310204.9
39987429.9,116310194.9
39987534.9,116310186.6
39987638.3,116310178.3
39987741.6,116310171.6
39987846.6,116310161.6
39987963.3,116310153.3
39988061.6,116310143.3
39988163.3,116310136.6
39988336.6,116310119.9
39988506.6,116310110.0
39988649.9,116310091.6
39988763.3,116310088.3
39988874.9,116310098.3
39988968.3,116310111.6
39989058.3,116310119.9
39989168.3,116310124.9
39989084.9,116310089.9
39988631.6,116310083.3
39988761.6,116310056.6
39988886.6,116310034.9
39989006.6,116310011.6
39989136.6,116309984.9
39989265.0,116309971.6
39989430.0,116309984.9
39989536.6,116310001.6
39989628.3,116310006.6
39989795.0,116310013.3
39989933.3,116310031.6
39990028.3,116310076.6
39990134.9,116310069.9
39990241.6,116310076.6
39990351.6,116310079.9
39990431.6,116310134.9
39990480.0,116310243.3
39990519.9,116310341.6
39990531.6,116310433.3
39990536.6,116310524.9
39990536.6,116310628.3
39990541.6,116310734.9
39990550.0,116310845.0
39990554.9,116310954.9
39990561.6,116311066.6
39990569.9,116311179.9
39990578.3,116311300.0
39990583.3,116311424.9
39990586.6,116311551.6
39990591.6,116311678.3
39990595.0,116311805.0
39990606.6,116311926.6
39990620.0,116312044.9
39990633.3,116312166.6
39990646.6,116312291.6
39990656.6,116312424.9
39990669.9,116312555.0
39990684.9,116312684.9
39990698.3,116312811.6
39990709.9,116312940.0
39990721.6,116313068.3
39990735.0,116313196.6
39990746.6,116313323.3
39990756.6,116313451.6
39990766.6,116313576.6
39990778.3,116313699.9
39990786.6,116313818.3
39990793.3,116313929.9
39990799.9,116314038.3
39990805.0,116314143.3
39990811.6,116314238.3
39990826.6,116314384.9
39990838.3,116314478.3
39990851.6,116314584.9
39990854.9,116314688.3
39990869.9,116314823.3
39990875.0,116314939.9
39990883.3,116315054.9
39990894.9,116315188.3
39990905.0,116315331.6
39990909.9,116315478.3
39990919.9,116315638.3
39990930.0,116315809.9
39990933.3,116315984.9
39990941.6,116316150.0
39990946.6,116316325.0
39990951.6,116316415.0
39990956.6,116316591.6
39990970.0,116316754.9
39990976.6,116316913.3
39990979.9,116317063.3
39990988.3,116317193.3
39990988.3,116317323.3
39990988.3,116317458.3
39991011.6,116317571.6
39991033.3,116317698.3
39991061.6,116317833.3
39991070.0,116318011.6
39991048.3,116318133.3
39991053.3,116318236.6
39991058.3,116318346.6
39991063.3,116318458.3
39991068.3,116318571.6
39991073.3,116318686.6
39991076.6,116318803.3
39991081.6,116318921.6
39991085.0,116319038.3
39991089.9,116319156.6
39991095.0,116319275.0
39991100.0,116319393.3
39991103.3,116319508.3
39991108.3,116319628.3
39991113.3,116319748.3
39991116.6,116319868.3
39991119.9,116319990.0
39991126.6,116320109.9
39991131.6,116320228.3
39991134.9,116320344.9
39991138.3,116320458.3
39991140.0,116320570.0
39991141.6,116320676.6
39991143.3,116320783.3
39991151.6,116320880.0
39991156.6,116320979.9
39991158.3,116321078.3
39991159.9,116321174.9
39991161.6,116321269.9
39991163.3,116321366.6
39991165.0,116321464.9
39991155.0,116321565.0
39991155.0,116321718.3
39991144.9,116321834.9
39991170.0,116321924.9
39991181.6,116322024.9
39991250.0,116322126.6
39991299.9,116322274.9
39991365.0,116322439.9
39991373.3,116322546.6
39991344.9,116322691.6
39991333.3,116322823.3
39991338.3,116322946.6
39991341.6,116323069.9
39991348.3,116323191.6
39991351.6,116323316.6
39991354.9,116323446.6
39991354.9,116323579.9
39991356.6,116323714.9
39991363.3,116323844.9
39991365.0,116323975.0
39991368.3,116324101.6
39991378.3,116324218.3
39991396.6,116324328.3
39991418.3,116324431.6
39991435.0,116324528.3
39991454.9,116324708.3
39991471.6,116324869.9
39991476.6,116325026.6
39991481.6,116325169.9
39991484.9,116325300.0
39991481.6,116325436.6
39991473.3,116325591.6
39991473.3,116325731.6
39991473.3,116325826.6
39991454.9,116325924.9
39991406.6,116326001.6
39991403.3,116326133.3
39991408.3,116326249.9
39991420.0,116326380.0
39991446.6,116326491.6
39991494.9,116326586.6
39991584.9,116326673.3
39991678.3,116326704.9
39991801.6,116326716.6
39991963.3,116326709.9
39992129.9,116326703.3
39992293.3,116326691.6
39992446.6,116326689.9
39992585.0,116326681.6
39992704.9,116326748.3
39992808.3,116326813.3
39992954.9,116326841.6
39993073.3,116326835.0
39993186.6,116326836.6
39993296.6,116326838.3
39993406.6,116326838.3
39993513.3,116326838.3
39993621.6,116326835.0
39993726.6,116326829.9
39993853.3,116326824.9
39993966.6,116326823.3
39994070.0,116326851.6
39994146.6,116326909.9
39994880.0,116327963.3
39994955.0,116328049.9
39994989.9,116328134.9
39995043.3,116328219.9
39995103.3,116328294.9
39995171.6,116328391.6
39995258.3,116328449.9
39995355.0,116328543.3
39995470.0,116328664.9
39995574.9,116328806.6
39995628.3,116328880.0
39995738.3,116329024.9
39995826.6,116329175.0
39995871.6,116329254.9
39995921.6,116329336.6
39995976.6,116329435.0
39996033.3,116329518.3
39996101.6,116329589.9
39996173.3,116329658.3
39996244.9,116329724.9
39996306.6,116329794.9
39996380.0,116329936.6
39996484.9,116330065.0
39996569.9,116330163.3
39996661.6,116330310.0
39996736.6,116330383.3
39996848.3,116330506.6
39996928.3,116330596.6
39997003.3,116330679.9
39997070.0,116330768.3
39997131.6,116330848.3
39997206.6,116330940.0
39997376.6,116331138.3
39997464.9,116331233.3
39997536.6,116331293.3
39997613.3,116331383.3
39997698.3,116331436.6
39997799.9,116331501.6
39997871.6,116331581.6
39997973.3,116331613.3
39998078.3,116331653.3
39998175.0,116331725.0
39998271.6,116331793.3
39998383.3,116331861.6
39998529.9,116331913.3
39998665.0,116331970.0
39998793.3,116332023.3
39998913.3,116332068.3
39998998.3,116332116.6
39999085.0,116332153.3
39999151.6,116332231.6
39999178.3,116332355.0
39999188.3,116332508.3
39999213.3,116332685.0
39999218.3,116332779.9
39999211.6,116332883.3
39999216.6,116332988.3
39999195.0,116333109.9
39999178.3,116333246.6
39999153.3,116333380.0
39999145.0,116333513.3
39999134.9,116333689.9
39999134.9,116333838.3
39999121.6,116334116.6
39999130.0,116334240.0
39999145.0,116334356.6
39999164.9,116334459.9
39999188.3,116334573.3
39999198.3,116334676.6
39999283.3,116334853.3
39999310.0,116334983.3
39999326.6,116335108.3
39999343.3,116335241.6
39999359.9,116335375.0
39999361.6,116335513.3
39999369.9,116335644.9
39999353.3,116335779.9
39999323.3,116335926.6
39999288.3,116336061.6
39999278.3,116336198.3
39999263.3,116336328.3
39999251.6,116336464.9
39999231.6,116336595.0
39999201.6,116336718.3
39999179.9,116336826.6
39999171.6,116336918.3
39999168.3,116337083.3
39999126.6,116337198.3
39999200.0,116337283.3
39999218.3,116337371.6
39999229.9,116337468.3
39999251.6,116337581.6
39999285.0,116337736.6
